yrke_raa,antall_personer,normalisert,kategori,kilde,notat
Avis Bud,1,Avisbud,Transport,regel,"jernbane samlet her, også funksjonærene"
avisbud,1,Avisbud,Transport,regel,"jernbane samlet her, også funksjonærene"
Avisbud for Amttidende,1,Avisbud,Transport,regel,"jernbane samlet her, også funksjonærene"
Avisbud. Off. understøttet,1,Avisbud,Transport,regel,"jernbane samlet her, også funksjonærene"
Baneformand,1,Baneformann (jernbane),Transport,manuell,bud/visergutt regnes som transport uansett arbeidssted
Banemester ved Smaalensbanen,1,Banemester (jernbane),Transport,manuell,bud/visergutt regnes som transport uansett arbeidssted
Banevogter,1,Banevokter (jernbane),Transport,regel,"jernbane samlet her, også funksjonærene"
Bankbud,1,Bankbud,Kontor og forvaltning,manuell,bud/visergutt regnes som transport uansett arbeidssted
Bro??formand ved Jernbanen,1,Brovokter (jernbane),Transport,regel,"jernbane samlet her, også funksjonærene"
Brovogter paa Jernbanen,1,Brovokter (jernbane),Transport,regel,"jernbane samlet her, også funksjonærene"
Brovogter ved Jerbanen,1,Brovokter (jernbane),Transport,regel,schweitzer = portner/dørvakt
Bruskjører f. mineralvandfabr,1,Bruskjører,Transport,manuell,kjøring regnes som transport uansett arbeidsgiver
Bryggesjauer,1,Stuer/bryggearbeider,Sjøfart,regel,"jernbane samlet her, også funksjonærene"
Brøddrager Arbeider,1,Brødbærer,Transport,regel,schweitzer = portner/dørvakt
Brødrager,1,Brødbærer,Transport,regel,"jernbane samlet her, også funksjonærene"
Bud i Kolonialforretning,1,Bud,Transport,manuell,bud/visergutt regnes som transport uansett arbeidssted
Bud v. jernbanest.,1,Bud,Transport,regel,"jernbane samlet her, også funksjonærene"
Enke Kjøreforretning,1,Kjøreforretning,Transport,manuell,kjøring regnes som transport uansett arbeidsgiver
Extramand ved Fr.halds jernbanestation Fh. St.,1,Stasjonsarbeider (jernbane),Transport,regel,"jernbane samlet her, også funksjonærene"
Fabrikkjørrer,1,Vognmann/kjører,Transport,manuell,kjøring regnes som transport uansett arbeidsgiver
Fiskebærer og visergut,1,Fiskebører,Transport,regel,"jernbane samlet her, også funksjonærene"
forhenv. visergut,1,Forsørget,Forsørget,regel,"jernbane samlet her, også funksjonærene"
Gaardsgut Kjørekarl,1,Vognmann/kjører,Transport,regel,"jernbane samlet her, også funksjonærene"
Hotel-Bud,1,Bud,Transport,manuell,bud/visergutt regnes som transport uansett arbeidssted
Jernbane - Stationsbetjent,1,Stasjonbetjent (jernbane),Transport,regel,"jernbane samlet her, også funksjonærene"
Jernbane konduktør,1,Konduktør (jernbane),Transport,regel,"jernbane samlet her, også funksjonærene"
Jernbane Stationsarbeider,1,Stasjonsarbeider (jernbane),Transport,regel,"jernbane samlet her, også funksjonærene"
Jernbanearbeider med Grusning,1,Jernbanearbeider,Transport,regel,"jernbane samlet her, også funksjonærene"
Jernbaneformand,1,Jernbaneformann,Transport,manuell,bud/visergutt regnes som transport uansett arbeidssted
Jernbaneingeniør,1,Jernbaneingeniør,Transport,regel,prester og forkynnere ligger her; egen kategori mulig
Jernbanekonduktør,1,Konduktør (jernbane),Transport,regel,"jernbane samlet her, også funksjonærene"
Jernbanetationsbetjent,1,Stasjonbetjent (jernbane),Transport,regel,"jernbane samlet her, også funksjonærene"
Jernbrugskjører,1,Vognmann/kjører,Transport,regel,"jernbane samlet her, også funksjonærene"
Kjørekarl %hos C Olsen% Kul & Trælastforretning,1,Kullkjører,Transport,manuell,kjøring regnes som transport uansett arbeidsgiver
Kjørekarl hos Amundsen,1,Vognmann/kjører,Transport,regel,"jernbane samlet her, også funksjonærene"
Kjørekarl hos P. Bergman,1,Vognmann/kjører,Transport,regel,"jernbane samlet her, også funksjonærene"
Kjører & Vagtmand paa Kirkegaarden,1,Vognmann/kjører,Transport,regel,"jernbane samlet her, også funksjonærene"
Kjører eget Erverv,1,Vognmann/kjører,Transport,regel,"jernbane samlet her, også funksjonærene"
Kjører f. melforretning,1,Vognmann/kjører,Transport,manuell,kjøring regnes som transport uansett arbeidsgiver
Kjører for Faderen,1,Vognmann/kjører,Transport,regel,"jernbane samlet her, også funksjonærene"
Kjører for mineralvandfabrik,1,Vognmann/kjører,Transport,manuell,kjøring regnes som transport uansett arbeidsgiver
Kjører hos C. Olsen,1,Vognmann/kjører,Transport,regel,"jernbane samlet her, også funksjonærene"
Kjører hos dampskibsekp.,1,Vognmann/kjører,Transport,manuell,kjøring regnes som transport uansett arbeidsgiver
Kjører hos en Jordbruger,1,Vognmann/kjører,Transport,regel,"jernbane samlet her, også funksjonærene"
Kjører hos faderen,1,Vognmann/kjører,Transport,regel,"jernbane samlet her, også funksjonærene"
Kjører i Trælastforretning,1,Vognmann/kjører,Transport,manuell,kjøring regnes som transport uansett arbeidsgiver
Kjører på Haldens Spinderi,1,Vognmann/kjører,Transport,manuell,kjøring regnes som transport uansett arbeidsgiver
Kjører på Komunal mølle,1,Vognmann/kjører,Transport,manuell,kjøring regnes som transport uansett arbeidsgiver
Kjører ved Fyrstikfabrik,1,Vognmann/kjører,Transport,manuell,kjøring regnes som transport uansett arbeidsgiver
Kjører ved Katrineholm Jernverk,1,Vognmann/kjører,Transport,manuell,kjøring regnes som transport uansett arbeidsgiver
Kjørerkarl for Propsekjørring,1,Vognmann/kjører,Transport,regel,"jernbane samlet her, også funksjonærene"
Konduktør ved Jernbanen,1,Konduktør (jernbane),Transport,regel,"jernbane samlet her, også funksjonærene"
Kontorbud for fogden,1,Bud,Transport,manuell,bud/visergutt regnes som transport uansett arbeidssted
Kontorbud ved Trælastforetning,1,Bud,Transport,manuell,bud/visergutt regnes som transport uansett arbeidssted
Kornmaaler,1,Kornmåler,Transport,regel,schweitzer = portner/dørvakt
Kulkjører hos Torp,1,Kullkjører,Transport,regel,"jernbane samlet her, også funksjonærene"
Kullmaaler & lemper,1,Kullmåler,Transport,regel,schweitzer = portner/dørvakt
Kulmand ved Frhalds st.,1,Kullmann (jernbane),Transport,regel,schweitzer = portner/dørvakt
Kulmand ved jernbanstation,1,Kullmann (jernbane),Transport,regel,schweitzer = portner/dørvakt
Kusk,1,Kusk,Transport,regel,"jernbane samlet her, også funksjonærene"
kusk,1,Kusk,Transport,regel,"jernbane samlet her, også funksjonærene"
Kusk for privat Person,1,Kusk,Transport,regel,"jernbane samlet her, også funksjonærene"
Locomotivfyrbøder,1,Lokomotivfyrbøter,Transport,manuell,bud/visergutt regnes som transport uansett arbeidssted
Locomotivfører,1,Lokomotivfører,Transport,regel,schweitzer = portner/dørvakt
Locomotivpudser,1,Lokomotivpusser,Transport,regel,schweitzer = portner/dørvakt
Lokomotivbremser,1,Lokomotivbremser,Transport,regel,"jernbane samlet her, også funksjonærene"
Mand Kulmåler,1,Kullmåler,Transport,manuell,
Melkekjører,1,Melkekjører,Transport,regel,"jernbane samlet her, også funksjonærene"
Midlertidig Jernbanestationsbetjent,1,Stasjonbetjent (jernbane),Transport,regel,"jernbane samlet her, også funksjonærene"
Overkonduktør ved Jernbanen,1,Overkonduktør (jernbane),Transport,regel,"jernbane samlet her, også funksjonærene"
"Overkonduktør, ved Statsbanerne",1,Overkonduktør (jernbane),Transport,regel,"jernbane samlet her, også funksjonærene"
Platformbilletør ved Jernbanen og Regningsbud,1,Billetør (jernbane),Transport,regel,"jernbane samlet her, også funksjonærene"
Pudser v. Smaalensbanen,1,Pusser (jernbane),Transport,manuell,
Puseformand Jernbanen,1,Pusseformann (jernbane),Transport,regel,"jernbane samlet her, også funksjonærene"
Regningsbud Bladet 'Haldens',1,Bud,Transport,manuell,
Sandkjører,1,Vognmann/kjører,Transport,regel,"jernbane samlet her, også funksjonærene"
Sjauer og Visegut,1,Visegutt,Transport,regel,"jernbane samlet her, også funksjonærene"
Skiftekontuktør ved Statsbanerne,1,Konduktør (jernbane),Transport,regel,schweitzer = portner/dørvakt
Sorenskriverbud,1,Bud,Transport,manuell,bud/visergutt regnes som transport uansett arbeidssted
Spinderikjører for Haldens Bomuldspinderi,1,Vognmann/kjører,Transport,manuell,kjøring regnes som transport uansett arbeidsgiver
Sporskifter ved Stadsbanerne,1,Sporskifter (jernbane),Transport,regel,schweitzer = portner/dørvakt
Stationsarbeider,1,Stasjonsarbeider (jernbane),Transport,regel,schweitzer = portner/dørvakt
Stationskar Extra,1,Stasjonsarbeider (jernbane),Transport,regel,schweitzer = portner/dørvakt
søn koksemaler,1,Koksemaler,Transport,manuell,bud/visergutt regnes som transport uansett arbeidssted
Søn Regningsbud ved handel,1,Bud,Transport,manuell,bud/visergutt regnes som transport uansett arbeidssted
Søn Visegut ved Apoteket,1,Visegutt,Transport,regel,"jernbane samlet her, også funksjonærene"
Tomteformand Jernbanen,1,Tomteformann (jernbane),Transport,regel,"jernbane samlet her, også funksjonærene"
Varekjører,1,Vognmann/kjører,Transport,regel,"jernbane samlet her, også funksjonærene"
Vedkjører,1,Vognmann/kjører,Transport,regel,"jernbane samlet her, også funksjonærene"
Vognmand egen forretning,1,Vognmann/kjører,Transport,manuell,kjøring regnes som transport uansett arbeidsgiver
Vognmand Vedkjører,1,Vognmann/kjører,Transport,regel,"jernbane samlet her, også funksjonærene"
Vognvisetør,1,Vognkontrollør (jernbane),Transport,regel,schweitzer = portner/dørvakt
Øl kjører Haldens Bryggeri,1,Ølkjører,Transport,manuell,kjøring regnes som transport uansett arbeidsgiver
Ølkjører for Bryggeri,1,Ølkjører,Transport,manuell,kjøring regnes som transport uansett arbeidsgiver
2den Cirkelsjerer,1,Sirkelskjærer,Treindustri,regel,
Arb - Saugbrugforeningen,1,Sagbruksarbeider,Treindustri,regel,
arb Høvelbordmagasinet,1,Bordhusarbeider,Treindustri,regel,
arb Høvleri,1,Høvleriarbeider,Treindustri,regel,
arb Trælasforrætning,1,Trelastarbeider,Treindustri,manuell,
arb Trælastforretning,1,Trelastarbeider,Treindustri,regel,
arb Trævareforetning Trælasttomter,1,Tomtearbeider,Treindustri,regel,
Arb ved et høvleri,1,Høvleriarbeider,Treindustri,regel,
Arbeider - foreningen Saugbrugf.,1,Sagbruksarbeider,Treindustri,regel,
Arbeider Bryggearbeider,1,Stuer/bryggearbeider,Sjøfart,regel,
Arbeider bryggemand trælast,1,Stuer/bryggearbeider,Sjøfart,regel,
Arbeider for Sagbrugsforeningen,1,Sagbruksarbeider,Treindustri,regel,
Arbeider for Saugbrug,1,Sagbruksarbeider,Treindustri,regel,
Arbeider foreningen,1,Sagbruksarbeider,Treindustri,manuell,foreningen' = Saugbrugsforeningen
"Arbeider hist og her med vedhugger, gammel og dårlig",1,Vedhugger,Treindustri,regel,
Arbeider hos Foreningen,1,Sagbruksarbeider,Treindustri,manuell,foreningen' = Saugbrugsforeningen
Arbeider hos Høvleriet,1,Høvleriarbeider,Treindustri,regel,
arbeider hos sagbrugsforeningen,1,Sagbruksarbeider,Treindustri,regel,
Arbeider hos Saugbrugsforeningen v/ Flødning og Last,1,Sagbruksarbeider,Treindustri,regel,
Arbeider i Propsen hos Grenager,1,Trelastarbeider,Treindustri,regel,
Arbeider i Propsen hos Olsens,1,Trelastarbeider,Treindustri,regel,
Arbeider i Trelast,1,Trelastarbeider,Treindustri,regel,
Arbeider i Trælastforretning,1,Trelastarbeider,Treindustri,regel,
Arbeider med Trelast,1,Trelastarbeider,Treindustri,regel,
arbeider med Trelast,1,Trelastarbeider,Treindustri,regel,
arbeider paa Bryggen,1,Stuer/bryggearbeider,Sjøfart,regel,
Arbeider på høvleri,1,Høvleriarbeider,Treindustri,regel,
Arbeider på saugbr.foreningens tomter,1,Tomtearbeider,Treindustri,regel,"fallback-regel, sjekket manuelt"
Arbeider paa Saugbrug,1,Sagbruksarbeider,Treindustri,regel,
Arbeider Sagbrug,1,Sagbruksarbeider,Treindustri,regel,
Arbeider Saugbrugsf.,1,Sagbruksarbeider,Treindustri,regel,
Arbeider Saugbrugsforeningen,1,Sagbruksarbeider,Treindustri,regel,
Arbeider Saugbrugsforeningen i Fr.hald,1,Sagbruksarbeider,Treindustri,regel,
Arbeider Tomtearbeider,1,Tomtearbeider,Treindustri,regel,
Arbeider Trælast,1,Trelastarbeider,Treindustri,regel,
arbeider Trælasttomter,1,Tomtearbeider,Treindustri,regel,
Arbeider Træsliberi,1,Sliperiarbeider,Treindustri,regel,
Arbeider v/ Høvleri,1,Høvleriarbeider,Treindustri,regel,
Arbeider v/ Høvleriet - Sliber,1,Høvleriarbeider,Treindustri,regel,
Arbeider v/ Sagbruget,1,Sagbruksarbeider,Treindustri,regel,
Arbeider v/ Saugbrug,1,Sagbruksarbeider,Treindustri,regel,
Arbeider v/ trælastforretn. %foreningen%,1,Trelastarbeider,Treindustri,regel,
Arbeider v/ trælasttomter,1,Tomtearbeider,Treindustri,regel,
Arbeider ved et høvleri,1,Høvleriarbeider,Treindustri,regel,
Arbeider ved Sagbrug,1,Sagbruksarbeider,Treindustri,regel,
Arbeider ved Saug-brugsforeningen hersted,1,Sagbruksarbeider,Treindustri,regel,"fallback-regel, sjekket manuelt"
Arbeider ved Saugbrugsf. Brygger,1,Stuer/bryggearbeider (Saugbrugforeningen),Treindustri,regel,
Arbeider ved Saugbrugsf. Høvleri her. Skjærer,1,Høvleriarbeider,Treindustri,regel,
Arbeider ved trælastbedrift,1,Trelastarbeider,Treindustri,regel,
Arbeider ved Trælastforret.,1,Trelastarbeider,Treindustri,regel,
Arbeider ved Trælastfortn.,1,Trelastarbeider,Treindustri,regel,
Arbeider ved trælastv.,1,Trelastarbeider,Treindustri,regel,
Arbeider ved trælæsforretning,1,Trelastarbeider,Treindustri,regel,
"Arbeider, propskapper",1,Trelastarbeider,Treindustri,regel,
Arbeiderske Træsliberi,1,Sliperiarbeider,Treindustri,regel,
Arbeids-Formand i Trælastforretning,1,Formann (treindustri),Treindustri,regel,
Arbeidsmand Høvleriet Bryggearbeider,1,Stuer/bryggearbeider (Saugbrugforeningen),Treindustri,regel,
arbeidsmand paa Bryggen,1,Stuer/bryggearbeider,Sjøfart,regel,
Arbejder ved Sagbrugs foreningen,1,Sagbruksarbeider,Treindustri,regel,
Bakgut paa Ramen Ramskjærer,1,Trelastarbeider,Treindustri,regel,
Banskjærer,1,Trelastarbeider,Treindustri,regel,"fallback-regel, sjekket manuelt"
Barn Sagarbeider,1,Sagbruksarbeider,Treindustri,regel,
Bordhus Arbeider,1,Bordhusarbeider,Treindustri,regel,
Bordhus Arbeider Sagbrug,1,Bordhusarbeider,Treindustri,regel,
Bordhusararbeider og gaardeier,1,Bordhusarbeider,Treindustri,regel,
Bordhusarbeider paa Høvleriet,1,Bordhusarbeider,Treindustri,manuell,
Bordhusarbejder hos Frhalds: Sagbrugsforening,1,Bordteller,Treindustri,regel,
Bordtæller ved Høvleriet,1,Bordteller,Treindustri,regel,
Brygarbeider,1,Stuer/bryggearbeider,Sjøfart,regel,"fallback-regel, sjekket manuelt"
Brygarbejder,1,Stuer/bryggearbeider,Sjøfart,regel,"fallback-regel, sjekket manuelt"
Brygearbeider Sagbrugsarbeider,1,Stuer/bryggearbeider (Saugbrugforeningen),Treindustri,regel,
Bryggarbeider for Sagbrugsforeningen,1,Stuer/bryggearbeider (Saugbrugforeningen),Treindustri,regel,
Bryggearb. ved trælastforr.,1,Stuer/bryggearbeider (Saugbrugforeningen),Treindustri,regel,
Bryggearbeide Saugbrugsforening,1,Stuer/bryggearbeider (Saugbrugforeningen),Treindustri,regel,
bryggearbeider,1,Stuer/bryggearbeider,Sjøfart,regel,
Bryggearbeider hos Sagbrugsforeningen,1,Stuer/bryggearbeider (Saugbrugforeningen),Treindustri,regel,
Bryggearbeider hos Saugbrugsf.,1,Stuer/bryggearbeider (Saugbrugforeningen),Treindustri,regel,
Bryggearbeider hos Saugbrugsforening,1,Stuer/bryggearbeider (Saugbrugforeningen),Treindustri,regel,
Bryggearbeider hos saugbrugsforeningen,1,Stuer/bryggearbeider (Saugbrugforeningen),Treindustri,regel,
Bryggearbeider Saugbrugforening,1,Stuer/bryggearbeider (Saugbrugforeningen),Treindustri,regel,
Bryggearbeider v/ Anker,1,Stuer/bryggearbeider (Saugbrugforeningen),Treindustri,regel,
Bryggearbejder,1,Stuer/bryggearbeider,Sjøfart,regel,"fallback-regel, sjekket manuelt"
Bryggegut,1,Stuer/bryggearbeider,Sjøfart,regel,"fallback-regel, sjekket manuelt"
Bryggemand,1,Stuer/bryggearbeider,Sjøfart,regel,"fallback-regel, sjekket manuelt"
Bryggerarbeder,1,Bryggeriarbeider,Mat og drikke,manuell,TVIL: brygga eller bryggeriet?
Cirkel%Kan%skjærer,1,Sirkelskjærer,Treindustri,regel,"fallback-regel, sjekket manuelt"
Cirkelskjerer,1,Sirkelskjærer,Treindustri,regel,"fallback-regel, sjekket manuelt"
Dagarbeider brygge,1,Dagarbeider,Dagarbeid,manuell,
Dagarbeider for %Skolleborg% Trælasth.,1,Dagarbeider,Dagarbeid,regel,
Dagarbeider hos %på% Trælasthandler %Skolborg%,1,Dagarbeider,Dagarbeid,regel,
Dagarbeider paa Rænden hos Sagbrugsforeningen,1,Dagarbeider,Dagarbeid,regel,
dagarbeider paa Sagbruket,1,Dagarbeider,Dagarbeid,regel,
Dagarbeider v/ Trælastvirksomhed,1,Dagarbeider,Dagarbeid,regel,
Dagarbeider ved bryggen,1,Dagarbeider,Dagarbeid,manuell,
Dagarbeider ved Kulning,1,Dagarbeider,Dagarbeid,regel,
Dagarbeider ved Sagbrug,1,Dagarbeider,Dagarbeid,regel,
Dagarbeider ved Sagbrugforeni,1,Dagarbeider,Dagarbeid,regel,
Dagarbeider ved Sagbrugsforenin,1,Dagarbeider,Dagarbeid,regel,
Dagarbejder ved Sagbrugsforeningen,1,Dagarbeider,Treindustri,regel,
Drevplukkerske,1,Drevplukker,Treindustri,regel,"fallback-regel, sjekket manuelt"
Elecktris. maskinpasser ved Sagbrugsforeningen,1,Maskinist (treindustri),Treindustri,regel,
Flødningsformand,1,Formann (treindustri),Treindustri,regel,
Fløtningsarbejder,1,Fløter,Treindustri,regel,
Foreningsarbeider,1,Fløter,Treindustri,manuell,foreningen' = Saugbrugsforeningen
Forhenv. Tomtarbeider,1,Forsørget,Forsørget,regel,
Forhenværende Bryggearbeider,1,Forsørget,Forsørget,regel,
Forman ved Saugbrug,1,Formann (treindustri),Treindustri,regel,
Forman ved Trælastforetning,1,Formann (treindustri),Treindustri,regel,
Formand i Høvelbordmagasin,1,Formann (treindustri),Treindustri,regel,
Formand v/ Sagbrug,1,Formann (treindustri),Treindustri,regel,
Formand v/ Saugbrug bestyrer af gaarden,1,Formann (treindustri),Treindustri,regel,
Formand ved Saugbrugsforeningens Trælastvirksomhed,1,Formann (treindustri),Treindustri,regel,
Formand ved tommerdeling,1,Formann (treindustri),Treindustri,manuell,
Formand ved Trælastforretn.,1,Formann (treindustri),Treindustri,regel,
fv Tomtearbeider,1,Forsørget,Forsørget,regel,
Fyrbøder ved Trælast forrettning,1,Fyrbøter (treindustri),Treindustri,manuell,
Fyrbøter ved Høvleriet,1,Fyrbøter (treindustri),Treindustri,regel,
Høveleriarbeider,1,Høvleriarbeider,Treindustri,regel,"fallback-regel, sjekket manuelt"
høvler,1,Høvleriarbeider,Treindustri,regel,"fallback-regel, sjekket manuelt"
Høvler Høvleriet,1,Høvleriarbeider,Treindustri,regel,
Høvler paa Høvleri,1,Høvleriarbeider,Treindustri,regel,
Høvler Saugbrugsforeningen,1,Høvleriarbeider,Treindustri,regel,
Høvler v/ høvleri,1,Høvleriarbeider,Treindustri,regel,
Høvler ved Høvleri,1,Høvleriarbeider,Treindustri,regel,
Høvler ved Høvleriet,1,Høvleriarbeider,Treindustri,regel,
"Høvler, Sagbrugsforeningen",1,Høvleriarbeider,Treindustri,regel,
Høvleri-Arbeider,1,Høvleriarbeider,Treindustri,regel,
Høvleriarb. Bordmærker,1,Høvleriarbeider,Treindustri,regel,
Høvleriarbeider i Saugbrugsforeningens Tjeneste,1,Høvleriarbeider,Treindustri,regel,
Høvleriarbeider og gaardeier,1,Høvleriarbeider,Treindustri,regel,
Høvleriarbeider og skomager,1,Høvleriarbeider,Treindustri,regel,
Høvleriarbeider Smører,1,Høvleriarbeider,Treindustri,regel,
Høvleriarbeider. Klyvskjærer,1,Høvleriarbeider,Treindustri,regel,
"Høvleriarbejder, Klyver",1,Høvleriarbeider,Treindustri,regel,
Høvleriarberder,1,Høvleriarbeider,Treindustri,regel,
Høvleriearbeider arb. ved Kantning,1,Høvleriarbeider,Treindustri,regel,
Høvleriearbeider i Saugbrugsforeningens Tjeneste,1,Høvleriarbeider,Treindustri,regel,
Høvleriet,1,Høvleriarbeider,Treindustri,regel,
Høvliarbeider,1,Høvleriarbeider,Treindustri,regel,"fallback-regel, sjekket manuelt"
Høvlmester,1,Høvlerimester,Treindustri,regel,"fallback-regel, sjekket manuelt"
Høvlri Arbeider,1,Høvleriarbeider,Treindustri,regel,"fallback-regel, sjekket manuelt"
Ingeniør Høvleribestyrer,1,Høvleribestyrer,Treindustri,manuell,
